make,model,variant,ex-showroom_price_inr,displacement_cc,cylinders,valves_per_cylinder,drivetrain,cylinder_configuration,emission_norm,engine_location,fuel_system,fuel_tank_capacity_litres,fuel_type,height_mm,length_mm,width_mm,body_type,doors,arai_certified_mileage_kmpl,kerb_weight_kg,gears,ground_clearance_mm,front_brakes,rear_brakes,front_suspension,rear_suspension,front_track_mm,rear_track_mm,f_tire_diameter_inch,f_tire_aspect_ratio,f_tire_width_mm,r_tire_diameter_inch,r_tire_aspect_ratio,r_tire_width_mm,power_steering,power_windows,power_seats,keyless_entry,power_rpm,power_ps,torque_rpm,torque_nm,odometer,speedometer,tachometer,tripmeter,seating_capacity,seats_material,type,wheelbase_mm,start_/_stop_button,12v_power_outlet,audiosystem,aux-in_compatibility,average_fuel_consumption,basic_warranty_years,bluetooth,boot-lid_opener,boot_space_litres,cd_/_mp3_/_dvd_player,central_locking,child_safety_locks,clock,cup_holders,distance_to_empty,door_pockets,engine_malfunction_light,fm_radio,fuel-lid_opener,fuel_gauge,handbrake,instrument_console,low_fuel_warning,minimum_turning_radius_meter,multifunction_display,sun_visor,third_row_ac_vents,ventilation_system,auto-dimming_rear-view_mirror,hill_assist,gear_indicator,engine_immobilizer,seat_back_pockets,abs_(anti-lock_braking_system),headlight_reminder,adjustable_headrests,gross_vehicle_weight,airbags,door_ajar_warning,ebd_(electronic_brake-force_distribution),fasten_seat_belt_warning,gear_shift_reminder,number_of_airbags,adjustable_steering_column,parking_assistance,key_off_reminder,usb_compatibility,cigarette_lighter,infotainment_screen,multifunction_steering_wheel,average_speed,eba_(electronic_brake_assist),seat_height_adjustment,navigation_system,second_row_ac_vents,rear_center_armrest,ipod_compatibility,esp_(electronic_stability_program),cooled_glove_box,turbocharger,isofix_(child-seat_mount),rain_sensing_wipers,leather_wrapped_steering,automatic_headlamps,asr_/_traction_control,cruise_control
Tata,Nexon,Xza Plus (O) Diesel Dual Tone,1270000,1497.0,4.0,4.0,FWD ,In-line,BS VI,unspecified,Injection,44.0,Diesel,1607.0,3994.0,1811.0,SUV,5.0,23.97,1235.5,5.0,209.0,Ventilated Disc,Drum,MacPherson Suspension,Coil Spring Suspension,1520.0,1525.0,16.0,60.0,215.0,16.0,60.0,215.0,Electric Power,All Windows,Non Powered,Yes,3750.0,110.0,2000.0,260.0,Analog,Analog,Yes,Yes,5.0,Fabric,Automatic,2498.0,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,350.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,51.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No
Fiat,Linea,Active Fire,715860,1368.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,45.0,Petrol,1487.0,4596.0,1730.0,Sedan,4.0,15.7,1220.0,5.0,185.0,Ventilated Disc,Solid Disc,Damper Suspension,Torsion Beam Suspension,1471.0,1466.0,15.0,60.0,195.0,15.0,60.0,195.0,Hydraulic Power,All Windows,Non Powered,Yes,5000.0,114.0,4500.0,207.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2603.0,No,No,Yes,Yes,Yes,3.0,No,Yes,500.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,54.0,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,2.0,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No
Fiat,Linea,Active Multijet,862175,1248.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,45.0,Diesel,1494.0,4596.0,1730.0,Sedan,4.0,20.4,1236.0,5.0,185.0,Ventilated Disc,Drum,Damper Suspension,Torsion Beam Suspension,1471.0,1466.0,15.0,60.0,195.0,15.0,60.0,195.0,Hydraulic Power,All Windows,Non Powered,Yes,4000.0,93.0,2000.0,209.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2603.0,No,No,Yes,No,Yes,3.0,No,Yes,500.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,54.0,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,2.0,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No
Fiat,Linea,Dynamic Multijet,932025,1248.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,45.0,Diesel,1494.0,4596.0,1730.0,Sedan,5.0,20.4,1255.0,5.0,185.0,Ventilated Disc,Drum,Damper Suspension,Torsion Beam Suspension,1471.0,1466.0,15.0,60.0,195.0,15.0,60.0,195.0,Hydraulic Power,All Windows,Non Powered,Yes,4000.0,93.0,2000.0,209.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2603.0,No,No,Yes,Yes,Yes,3.0,No,Yes,500.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,54.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,2.0,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No
Fiat,Linea,Emotion Multijet,991434,1248.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,45.0,Diesel,1494.0,4596.0,1730.0,Sedan,4.0,20.4,1268.0,5.0,185.0,Ventilated Disc,Drum,Damper Suspension,Torsion Beam Suspension,1471.0,1466.0,15.0,60.0,195.0,15.0,60.0,195.0,Hydraulic Power,All Windows,Non Powered,Yes,5000.0,93.0,2000.0,209.0,Digital,Analog,Yes,Yes,5.0,Leather,Manual,2603.0,No,No,Yes,Yes,Yes,3.0,Yes,Yes,500.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,54.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,2.0,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes
Fiat,Linea,T-Jet Emotion,997763,1368.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,45.0,Petrol,1487.0,4596.0,1730.0,Sedan,4.0,15.7,1258.0,5.0,185.0,Ventilated Disc,Solid Disc,Damper Suspension,Torsion Beam Suspension,1520.0,1525.0,15.0,60.0,195.0,15.0,60.0,195.0,Hydraulic Power,All Windows,Non Powered,Yes,5000.0,114.0,2200.0,207.0,Digital,Analog,Yes,Yes,5.0,Leather,Manual,2603.0,No,No,Yes,Yes,Yes,3.0,No,Yes,500.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,55.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,2.0,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes
Mahindra,Bolero Power Plus,Zlx,886398,1493.0,4.0,2.0,FWD ,In-line,BS IV,Front-Transverse,Injection,60.0,Diesel,1880.0,3995.0,1745.0,SUV,5.0,16.5,1615.0,5.0,180.0,Ventilated Disc,Drum,Independent Suspension,Leaf Spring Suspension,1520.0,1525.0,15.0,75.0,215.0,15.0,75.0,215.0,Undefined Powered,All Windows,Non Powered,Yes,3600.0,70.0,2000.0,195.0,Digital,Digital,Yes,Yes,7.0,Fabric,Manual,2680.0,No,Yes,Yes,Yes,No,3.0,Yes,Yes,1702.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,58.0,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,2.0,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No
Mahindra,Bolero Power Plus,Slx,851302,1493.0,4.0,2.0,FWD ,In-line,BS IV,Front-Transverse,Injection,60.0,Diesel,1880.0,3995.0,1745.0,SUV,5.0,16.5,1615.0,5.0,180.0,Ventilated Disc,Drum,Independent Suspension,Leaf Spring Suspension,1520.0,1525.0,15.0,75.0,215.0,15.0,75.0,215.0,Undefined Powered,All Windows,Non Powered,Yes,3600.0,70.0,2000.0,195.0,Digital,Digital,Yes,Yes,7.0,Fabric,Manual,2680.0,No,Yes,Yes,Yes,No,3.0,No,Yes,378.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,58.0,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,2.0,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No
Mahindra,Bolero Power Plus,Sle,785656,1493.0,4.0,2.0,FWD ,In-line,BS IV,Front-Transverse,Injection,60.0,Diesel,1880.0,3995.0,1745.0,SUV,5.0,16.5,1615.0,5.0,180.0,Ventilated Disc,Drum,Independent Suspension,Leaf Spring Suspension,1520.0,1525.0,15.0,75.0,215.0,15.0,75.0,215.0,Undefined Powered,Non Powered,Non Powered,Yes,3600.0,70.0,2000.0,195.0,Digital,Digital,Yes,Yes,7.0,Fabric,Manual,2680.0,No,No,Yes,No,No,3.0,No,Yes,378.0,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,58.0,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,2.0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No
Mahindra,Bolero Power Plus,Lx,749192,1493.0,4.0,2.0,RWD ,In-line,BS IV,Front-Transverse,Injection,60.0,Diesel,1880.0,3995.0,1745.0,SUV,5.0,16.5,1615.0,5.0,180.0,Ventilated Disc,Drum,Aluminium Suspension,Leaf Spring Suspension,1520.0,1525.0,15.0,75.0,215.0,15.0,75.0,215.0,Electric Power,Non Powered,Non Powered,Yes,3600.0,70.0,2000.0,195.0,Digital,Digital,Yes,Yes,7.0,Fabric,Manual,2680.0,No,No,Yes,No,No,3.0,No,Yes,378.0,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,58.0,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,1.0,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No
Mahindra,Bolero Power Plus,Plus Ac Bs4 Ps,859497,2523.0,4.0,2.0,FWD ,In-line,BS IV,Front-Longitudinal,Injection,60.0,Diesel,1977.0,4494.0,1745.0,SUV,5.0,15.96,1615.0,5.0,195.0,Solid Disc,Drum,Independent Suspension,Leaf Spring Suspension,1520.0,1525.0,16.0,75.0,185.0,16.0,75.0,185.0,Non Powered,Non Powered,Non Powered,Yes,3200.0,63.0,3000.0,207.0,unspecified,unspecified,Yes,Yes,7.0,Fabric,Manual,2794.0,No,No,Yes,No,No,2.0,No,Yes,378.0,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,59.0,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,2.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Mahindra,Bolero Power Plus,Plus Non Ac Bs4 Ps,819117,2523.0,4.0,4.0,FWD ,In-line,BS III,Front-Longitudinal,Injection,60.0,Diesel,1977.0,4440.0,1660.0,SUV,5.0,15.96,1615.0,5.0,195.0,Ventilated Disc,Drum,Independent Suspension,Leaf Spring Suspension,1520.0,1525.0,15.0,75.0,215.0,15.0,75.0,215.0,Non Powered,Non Powered,Non Powered,Yes,3200.0,63.9,2000.0,195.0,Digital,Analog,Yes,Yes,9.0,Fabric,Manual,2794.0,No,No,Yes,No,No,2.0,No,Yes,378.0,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,59.0,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,2.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Maruti Suzuki,Vitara Brezza,Ldi,762742,1248.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,48.0,Diesel,1640.0,3995.0,1790.0,SUV,5.0,24.3,1170.0,5.0,198.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,16.0,60.0,205.0,16.0,60.0,205.0,Electric Power,Front Windows,Non Powered,Yes,4000.0,90.0,1750.0,200.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2500.0,No,No,Yes,Yes,No,2.0,Yes,Yes,328.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,52.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2.0,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
Maruti Suzuki,Vitara Brezza,Vdi,814742,1248.0,4.0,4.0,FWD ,In-line,BS IV,Front-Longitudinal,Injection,48.0,Diesel,1640.0,3995.0,1790.0,SUV,5.0,24.3,1170.0,5.0,198.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,16.0,60.0,205.0,16.0,60.0,205.0,Electric Power,All Windows,Non Powered,Yes,4000.0,90.0,1750.0,200.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2500.0,No,Yes,Yes,No,Yes,2.0,Yes,Yes,328.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,52.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No
Maruti Suzuki,Vitara Brezza,Zdi,892243,1248.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,48.0,Diesel,1640.0,3995.0,1790.0,SUV,5.0,24.3,1170.0,5.0,198.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,16.0,60.0,215.0,16.0,60.0,215.0,Electric Power,All Windows,Non Powered,Yes,4000.0,90.0,1750.0,200.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2500.0,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,328.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,52.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No
Maruti Suzuki,Vitara Brezza,Zdi+,987743,1248.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,48.0,Diesel,1640.0,3995.0,1790.0,SUV,5.0,24.3,1170.0,5.0,198.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,16.0,60.0,215.0,16.0,60.0,215.0,Electric Power,All Windows,Non Powered,Yes,4000.0,90.0,1750.0,200.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2500.0,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,328.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,52.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes
Maruti Suzuki,Vitara Brezza,Zdi+ Dual Tone,1003552,1248.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,48.0,Diesel,1640.0,3995.0,1790.0,SUV,5.0,24.3,1170.0,5.0,198.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,16.0,60.0,215.0,16.0,60.0,215.0,Electric Power,All Windows,Non Powered,Yes,4000.0,90.0,1750.0,200.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2500.0,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,328.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,52.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes
Maruti Suzuki,Vitara Brezza,Zdi+ Ags,1037742,1248.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,48.0,Diesel,1640.0,3995.0,1790.0,SUV,5.0,24.3,1170.0,5.0,198.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,16.0,60.0,215.0,16.0,60.0,215.0,Electric Power,All Windows,Non Powered,Yes,4000.0,90.0,1750.0,200.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2500.0,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,328.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,52.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes
Maruti Suzuki,Vitara Brezza,Vdi Ags,864742,1248.0,4.0,4.0,FWD ,In-line,BS IV,Front-Longitudinal,Injection,48.0,Diesel,1640.0,3995.0,1790.0,SUV,5.0,24.3,1170.0,5.0,198.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,16.0,60.0,205.0,16.0,60.0,205.0,Electric Power,All Windows,Non Powered,Yes,4000.0,90.0,1750.0,200.0,Digital,Analog,Yes,Yes,5.0,Fabric,Automatic,2500.0,No,Yes,Yes,No,Yes,2.0,Yes,Yes,328.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,52.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No
Maruti Suzuki,Vitara Brezza,Zdi Ags,942243,1248.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,48.0,Diesel,1640.0,3995.0,1790.0,SUV,5.0,24.3,1170.0,5.0,198.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,16.0,60.0,215.0,16.0,60.0,215.0,Electric Power,All Windows,Non Powered,Yes,4000.0,90.0,1750.0,200.0,Digital,Analog,Yes,Yes,5.0,Fabric,Automatic,2500.0,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,328.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,52.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No
Maruti Suzuki,Vitara Brezza,Zdi+ Dual Tone Ags,1059742,1248.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,48.0,Diesel,1640.0,3995.0,1790.0,SUV,5.0,24.3,1170.0,5.0,198.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,16.0,60.0,215.0,16.0,60.0,215.0,Electric Power,All Windows,Non Powered,Yes,4000.0,90.0,1750.0,200.0,Digital,Analog,Yes,Yes,5.0,Fabric,Automatic,2500.0,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,328.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,52.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes
Hyundai,I20 Active,1.2 S,774035,1197.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,40.0,Petrol,1555.0,3995.0,1760.0,Hatchback,5.0,17.19,1235.5,5.0,190.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1505.0,1505.0,16.0,55.0,195.0,16.0,55.0,195.0,Electric Power,All Windows,Non Powered,Yes,6000.0,83.0,4000.0,114.0,Digital,Digi-Analog,Yes,Yes,5.0,Fabric,Manual,2570.0,No,Yes,Yes,Yes,No,3.0,Yes,Yes,285.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,52.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No
Hyundai,I20 Active,1.2 Sx,858536,1197.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,40.0,Petrol,1555.0,3995.0,1760.0,Hatchback,5.0,17.19,1235.5,6.0,190.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1505.0,1505.0,16.0,55.0,195.0,16.0,55.0,195.0,Electric Power,All Windows,Non Powered,Yes,6000.0,83.0,4000.0,114.0,Digital,Analog,Yes,Yes,5.0,Leather,Manual,2570.0,Yes,Yes,Yes,Yes,No,3.0,Yes,Yes,285.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,52.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,6.0,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No
Hyundai,I20 Active,1.2 Sx Dual Tone,882298,1197.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,40.0,Petrol,1555.0,3995.0,1760.0,Hatchback,5.0,17.19,1235.5,6.0,190.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1505.0,1505.0,16.0,55.0,195.0,16.0,55.0,195.0,Electric Power,All Windows,Non Powered,Yes,6000.0,83.0,4000.0,114.0,Digital,Analog,Yes,Yes,5.0,Leather,Manual,2570.0,Yes,Yes,Yes,Yes,No,3.0,Yes,Yes,285.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,52.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,6.0,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No
Hyundai,I20 Active,1.4 Sx,993393,1396.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,40.0,Diesel,1555.0,3995.0,1760.0,Hatchback,5.0,21.19,1235.5,6.0,190.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1505.0,1505.0,16.0,55.0,195.0,16.0,55.0,195.0,Electric Power,All Windows,Non Powered,Yes,4000.0,90.0,2000.0,220.0,Digital,Analog,Yes,Yes,5.0,Leather,Manual,2570.0,Yes,Yes,Yes,Yes,No,3.0,Yes,Yes,285.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,52.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,6.0,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No
Ford,Ecosport,1.5L Ti-Vct Ambiente,791000,1497.0,3.0,4.0,FWD ,In-line,BS VI,Front-Transverse,Injection,52.0,Petrol,1647.0,3998.0,1765.0,SUV,5.0,17.0,1220.0,5.0,200.0,Ventilated Disc,Drum,MacPherson Suspension,Independent Suspension,1520.0,1525.0,15.0,65.0,195.0,15.0,65.0,195.0,Electric Power,All Windows,Non Powered,Yes,6500.0,123.0,4500.0,150.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2519.0,No,Yes,Yes,Yes,Yes,2.0,Yes,Yes,352.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,53.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Ford,Ecosport,1.5L Ti-Vct Trend,871000,1497.0,3.0,4.0,FWD ,In-line,BS VI,Front-Transverse,Injection,52.0,Petrol,1647.0,3998.0,1765.0,SUV,5.0,17.0,1225.0,5.0,200.0,Ventilated Disc,Drum,Independent Suspension,Independent Suspension,1520.0,1525.0,15.0,65.0,195.0,15.0,65.0,195.0,Electric Power,All Windows,Non Powered,Yes,6500.0,123.0,4500.0,150.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2519.0,No,Yes,Yes,Yes,Yes,2.0,Yes,Yes,352.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,53.0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No
